"Data Source","World Development Indicators",

"Last Updated Date","2020-05-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Bahamas, The","BHS","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","18156.8448614865","19118.477157374","20075.6427129432","21099.7203708305","22204.7522294139","23408.0536893569","24428.7723484762","25679.1680791384","26783.9277461103","28190.9249732906","25795.9411019082","25535.2849929779","24091.241630257","25393.1261277786","20727.2799407865","17305.9941115341","17824.6659037737","19042.6950567195","21270.5060730111","26243.5370854237","27336.7207707087","24268.8549498254","25323.278697259","25663.0614525148","28683.1630221106","29471.6444132673","29444.069694517","29792.5882272695","29965.8226595475","31437.7105262109","30393.7721470775","28588.8689235579","26976.2375530487","26556.1576572754","26918.0172995077","27661.6783970534","28444.8038228313","28689.9268508272","29708.2213512184","31455.5433888092","32322.2535740528","32670.33025134","33004.0304231944","32017.4752258654","31716.2129108732","32190.9505354631","32385.6533940725","32235.1943898586","30909.6225860609","29117.2583837714","29120.6732367542","28921.4827422221","29485.675937335","28335.9116262855","28277.7572423395","28175.1227933277","28021.9140530943","27759.278711026","27910.3308785396","",
"Bosnia and Herzegovina","BIH","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1091.77692306277","1355.8845521618","2606.03122109099","3528.8145694154","4081.20260589111","4462.2234793798","4697.82934719773","4898.87118963683","5153.19422391893","5355.35326033431","5678.97734292531","6174.54848262118","6508.87966271974","6894.84306437307","7285.49406240519","7101.40656523596","7214.72700439976","7368.33938990297","7430.86059797374","7739.45757257332","7964.32481211928","8336.55366116311","8708.22173628181","8985.68677109136","9388.59726560886","",
"Belarus","BLR","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3967.85646115728","3918.31954090642","3534.532821065","3258.57200898525","2880.6951012027","2589.45833823818","2670.87143700787","2987.99697538796","3254.42906942099","3379.26320603969","3592.14450264089","3781.23111443576","3997.36940107128","4308.96106453273","4835.19803299971","5325.95937567746","5894.5367917539","6430.90780803964","7111.38177694444","7141.50923053215","7711.54943800607","8141.26672670991","8286.21072756655","8368.03244285837","8504.84737418111","8166.1291668704","7949.83210079551","8153.94265731085","8423.82120776308","",
"Belize","BLZ","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","1879.82924921794","1916.84951902263","1955.2811550152","1995.23581326624","2035.94776314896","2074.93003137987","2109.74603784283","2147.70081283498","2238.99070316472","2290.17784523021","2342.89911770965","2384.70427027157","2579.65788438852","2672.65224991106","2988.53450311103","3050.53504427435","3006.91839256513","3159.20694362321","3360.96139315655","3553.76455185591","3951.57277005978","3903.99802891875","3798.52710353719","3614.01696470821","3581.28873350732","3517.21887820868","3576.11681674713","3852.07274748677","4117.88742537443","4540.94893003394","4950.4185710324","5414.69591059395","5967.88456392417","6236.56576696926","6120.75763585879","6002.94303812759","5897.72259248165","5888.61133676325","5879.00835635239","6161.14407417946","6728.84742130481","6851.68566197371","7001.68154342209","7454.57845411525","7601.35224083557","7596.86046511628","7739.59269417051","7623.76456817992","7669.90838366094","7529.16781872209","7595.41468194899","7577.02922446607","7620.49053254438","7513.903938215","7622.64875511509","7718.96002859256","7518.03718783931","7476.54197126426","7556.64336376285","",
"Bermuda","BMU","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","25406.4698252725","25952.524659811","26472.6054570987","26138.8508350901","28330.1685208344","28967.8178468004","32544.0266318863","36155.3310424404","36219.9582478792","36770.8409016426","38381.1616297436","39991.3603176209","41016.768381417","41934.8077518271","42619.5307774101","44559.2613496245","48359.7225656711","51019.902061073","51567.9728170149","52479.8178882528","55747.2858178489","56680.6266915168","53298.5165736118","53901.6682439871","53687.9141773302","52173.0635488137","55181.8659937576","56789.0119664264","58588.1390436372","58354.118756238","57888.1835611941","56130.7662407838","56505.0759561533","57893.8386384824","57838.4355508058","59952.293105587","61119.533132254","63542.1426263121","65537.1290149829","67375.9196009285","73000.6792489447","77432.8202995008","75793.77543235","77867.698381366","79156.463759021","79962.3406178882","83912.6977976846","85815.3125385279","86612.581005929","81582.1195685295","80501.6583747927","78488.2287342792","74423.9482700083","72328.4564852848","","","","","","",
"Bolivia","BOL","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","1667.30448537301","1669.26986340408","1728.0916286048","1809.30703692559","1843.55659565383","1895.29425427625","1989.98544878167","2072.38515519105","2202.65225060205","2253.10922634031","2320.86561943288","2386.36424907921","2521.11453934454","2608.13649311834","2626.43044713262","2756.95347679361","2820.98201722915","2896.20004172215","2891.12447855962","2832.717424217","2735.01895631401","2686.15642074488","2528.32159082407","2377.67954813992","2325.35959378427","2240.00333362462","2137.49518554856","2144.7020727379","2160.98978285528","2195.90692913304","2249.59816992146","2318.55693819812","2307.5407908481","2356.06883773084","2415.19069833595","2476.58867922152","2532.46276287984","2604.95463409066","2682.13709160984","2641.29280303682","2655.6858991355","2649.42626862784","2664.7868752555","2686.94055563422","2748.69939361822","2819.47327135821","2903.41863494293","2984.17210174172","3114.53677608308","3165.9025121548","3242.81108095763","3356.66536831557","3472.59444214678","3650.65427376144","3790.97656128506","3915.42365817734","4022.39459642762","4130.84098121891","4244.5281667401","",
"Brazil","BRA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","6011.80641580756","6439.36072523654","6580.17022591543","6447.42859111034","6483.51909521026","6496.4543121976","6582.6724352715","6722.71430139033","7296.0739345276","7802.71878894855","8275.83545371263","8986.70323639763","9830.20950095616","10941.3690574871","11651.9125625109","11971.8807474639","12835.7344942929","13112.3558309447","13219.1376714949","13783.4556948613","14688.4189732815","13716.2261618765","13476.4898254759","12720.2757777739","13093.6770653173","13832.0680311837","14630.416369819","14857.6965709619","14559.7142252587","14759.6505691159","14045.0073284742","14008.7062935497","13707.2596629132","14109.8510850029","14621.6979148746","15023.7032438288","15113.3130762912","15383.9336922214","15201.7315243815","15048.3248278226","15486.5059293323","15488.5764346649","15753.3496820052","15733.9830665158","16441.5524124936","16774.7088063795","17250.2305511483","18108.3785767017","18842.5664104096","18638.7004133367","19854.7587141795","20455.6444965209","20663.1690095288","21098.9370261888","21024.5676580183","20109.6869627024","19291.3419207237","19389.4067669859","19491.4252603268","",
"Barbados","BRB","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","22320.7932738324","21762.3757275505","22580.1763309207","23275.3031373011","24286.9114452601","26084.197886159","27112.3719264325","26502.3805951883","25125.7468061492","25181.7197042247","26015.9610484663","26223.0599033025","27471.0529079333","28083.20317496","28960.1007039235","29889.558657778","28792.5008431186","27567.2476661385","25900.9608727738","26008.6253287554","26429.5394744293","26854.1670583369","27807.6308093271","29002.1514838527","29955.1489589212","29931.4848161035","31140.0843415649","30293.5779816514","30428.8196031819","30988.3388194467","31316.7492480493","32433.0584135233","34128.9548322924","34610.692500897","34770.99154837","32945.1021685924","32112.7419532061","31761.1763084523","31660.2044413112","31161.1841179616","31050.6451329764","31679.7745720654","32348.2484009573","32242.9629008535","32036.5893225324","",
"Brunei Darussalam","BRN","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","62219.5683295501","59908.7386930321","69177.9588657458","73860.781047884","76040.4012030573","90018.0998272958","81010.1635556197","62954.149314322","63525.4890447189","62034.476791339","60662.0538558497","58087.3329798752","54927.6162224195","54463.1979727483","53519.6760282156","51459.5510979965","50559.8150130836","50683.3060365877","51605.9242329093","50331.7564904981","50520.7673758179","51422.6162348459","51598.8323233384","49644.1787035434","48255.3424159627","48651.0146837927","48992.7318295739","49320.2562096731","50233.1046594114","50739.1986255035","50123.9641323974","49535.270901691","50994.5454987401","50432.9220060539","48873.8612253934","47450.5683682985","48090.0356622736","49252.1997114466","49041.452270614","47354.1186041279","45637.9081872958","44817.2723043959","43202.8049070986","43294.8620995917","42864.1697866011","",
"Bhutan","BTN","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","11242.9746773005","12462.4617509738","12562.7307051224","13637.4930039182","13880.9354790756","14067.0592821708","15243.5481900422","18997.9625956697","19349.3608285468","20284.3781012155","22125.1470047535","21877.132471558","22888.6417718959","23427.4463041437","24619.7691239161","26227.1329604061","27336.7130080557","28270.8856994102","29270.7380573934","30869.0925299425","32275.3689378002","34238.9818968057","37239.0187738926","39396.3486473056","41045.9996872337","43363.4718291751","45786.8179960737","53585.1193173193","55593.6017836707","58758.1979070326","65088.4347312467","69493.9646121107","72188.2850328742","72820.3173393989","76082.1771562101","80152.5739853835","85627.4844685781","88545.9595214209","90159.5087813648","",
"Botswana","BWA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","2174.03017434286","2267.11099408019","2367.03603435043","2451.4604665055","2560.69034246988","2650.91947413722","2760.09661447224","2862.91457510118","3097.27396234507","3481.96679208245","3971.44516221534","4852.87206407704","5941.48678143345","6968.82196569997","7318.8372379364","7651.76251593366","8151.73296934072","8782.46571954295","9656.00209978294","10420.8808484813","11243.7951903843","11834.1431930938","12826.2519018564","14027.996847801","14705.4896120856","15191.5079909722","15821.2854304856","17027.3415325576","19573.7498822982","21340.1225728896","22036.9124371676","22974.1574821197","22998.718642606","22843.7262974319","23095.5630137951","24128.4558534251","24931.7153243439","26381.6801207459","25903.4638386013","27800.0377577838","27782.0576949056","27330.3882895697","28479.645579541","29285.8737729172","29547.96992626","30318.2172757379","32194.9125991063","34124.4654775178","35495.2345405371","32143.7679997625","34306.2543247589","35870.3993545705","37025.2000562869","40765.7108045629","41927.0865751163","40591.2908659151","41569.3041578856","41901.4065396657","42816.1452820295","",
"Central African Republic","CAF","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","250907.657351692","259126.407376876","245347.990540689","239377.726561857","239914.933085335","237596.252011031","234366.73462764","240260.21160193","238620.245225015","250562.016931059","251836.960506729","250618.575857449","246958.156787034","248028.211159388","259702.825002027","256230.318423462","264922.028588683","269221.473989899","266245.557831891","253239.361222584","235454.833142065","225155.247959541","235165.605932858","209507.303232922","222887.754994993","225828.809965034","228903.274781629","213562.965649605","213414.908018751","213531.973599773","204405.191229379","198207.127370455","180414.471843408","175854.496940235","179242.204582753","186922.215712754","174803.286225607","179499.038449067","183444.531018918","185640.64109922","176921.278740104","180768.873229522","183359.950006943","169929.977499117","176537.643233688","174677.878417644","179470.523684766","184164.639912721","184633.377997579","197518.227140428","204349.762741043","211385.821325857","221178.812171539","140322.872915159","139925.966163961","145052.602060461","150452.422126074","155267.548413543","158721.852092105","",
