"Data Source","World Development Indicators",

"Last Updated Date","2020-05-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Mauritania","MRT","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-19900700000","-28565400000","-12777900000","-17568800000","-22433792900","-19449165500","-26236303000","-32787706300","-47932821000","-44483000000","-33444150000","-33842992900","-30349190000","-30990672980","-32242730616.84","",
"Mauritius","MUS","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-9314780199.99997","-5354550699.99997","-16917368300","-27674395700","-34323393900.61","-33354947595.404","",
"Malawi","MWI","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-126449000000","-82035000000","-205741000000","-98502000000","-98962000000","-148804000000","-375501000000","-297557000000","","",
"Malaysia","MYS","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88592000000","88925000000","85493000000","95253000000","",
"North America","NAC","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-10654422300","-11588852300","-20955314100","-23977488300","-35338152400","-44662132800","-37234011700","-28123949200","-25429960900","",
"New Caledonia","NCL","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-249730000000","-236628000000","-245440000000","-559738000000","-584563000000","-626071000000","-466558000000","-471003599000","-535069293000","-695041000000","-544773000000","-525458000000","-601269854400","",
"Nigeria","NGA","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4369235490000","8739282716400","11030379221200","6607389530800","9411461095700","11336887864300","13698842955200","15084550272688.7","12368238413230.7","",
"Nicaragua","NIC","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Netherlands","NLD","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","-1446735600","-3245378700","-472248800","2811810900","4026668000","7619786400","7229050600","7149405400","2947551200","858453300","2925721100","4585921700","10294944900","10216081300","9054148000","11976894200","11674560200","11042571300","11738645300","13207606900","15402045500","18642376500","20271720700","21010975600","27560204300","29364654200","30406142900","29431571700","29744140700","28040766400","28689854300","35393367800","32932334300","34262989200","34289592000","42876122900","46451694900","48111392100","41413946500","51509503000","43684934900","52424572100","60332446200","66806987900","69507841000","78279541800","51759000000","71528000000","77752270500","83042885800","",
"Norway","NOR","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","7988000000","-2984000000","29366000000","14880000000","5720000000","4859000000","3313000000","4709000000","89171000000","95327000000","105120000000","107600000000","93285000000","130322000000","146739000000","152279000000","123655000000","153478000000","193798000000","245230000000","287579000000","325320000000","352301000000","357207000000","397460000000","413921000000","460804000000","474359000000","434577000000","472370000000","493959000000","530522000000","521603000000","512998000000","470144000000","423192000000","349645000000","287366000000","261608000000","305492000000","245226000000","202550000000","195929000000","130786000000","148705000000","178720000000","164597000000","165560000000","143146000000","",
"Nepal","NPL","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nauru","NRU","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","2038905900","3111440100","2461774400","-83554400","-2163958000","2627639300","4374714300","4230479500","4421214800","3663356400","5106348000","4159673000","4238614100","5447628100","5662339700","5776675600","6440089000","6695855900","7171424800","3964089700","5936642600","9102574100","8967473200","9612248300","9129032400","8828267200","8625542900","8895388600","10047571900","9857593000","12870120200","12964971600","14002172000","10470600900","6504432000","3935725700","6649328100","3466404100","3809151900","11031902200","7194190900","5077231000","6206234000","1611822100","-52094200","2380000000","-171393600","-3143747100","-4167950400","",
"OECD members","OED","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5511199600","4433000000","3127200000","2715700000","3998200000","3829500000","4992800000","3354200000","5548400000","",
"Other small states","OSS","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Panama","PAN","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Peru","PER","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23517000000","12060000000","23875000000","5696000000","-2320000000","-10435000000","-14781000000","-17933000000","-14396000000","-2646000000","-589000000","318000000","",
"Philippines","PHL","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71301746400","-224404878000","-339267326000","-314577152900","-211291795600","-182403458400","13132751800","138569496200","27059993699.9995","31702448000","1853554900.001","-55191593400","25811000000","-137813571400","-69421758900","-288843508700","-663892393699.999","-721561696498.221","-961301385105.421","",
"Palau","PLW","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-48471069.335938","-72293500","-83216300","-80808100","",
"Papua New Guinea","PNG","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Poland","POL","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-28878000000","-18673000000","11721000000","40661000000","21630000000","31087000000","43080000000","45071000000","43370000000","",
"Pre-demographic dividend","PRE","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","-433714300","-856719900","-402967500","-1312690400","-3536586800","-1787473300","-2103705100","-2814549900","-2110202900","-606120500","-1190592300","-2017559500","-2005326900","447847200","2583092000","3406003500","2364572400","891144500","-805838400","438502300","-652589300","-2231193900","-4372860800","-4222320300","-4706221900","-4664490500","-5005313900","-6461057100","-9625607500","-12514700300","-12069153500","-11658162300","-10104295000","-7824268800","-10178542500","-11316340000","-9844735400","-9943340000","-11674561900","-10878330800","-11008160700","-3043762400","2723614700","4400211000","2366592600","1328686000","970795400","1280729800","-298040000","",
"Paraguay","PRY","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3593665893300","5161533669700","10497247075600","9219711350100","4969186519900.02","",
"West Bank and Gaza","PSE","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2799286800","-2943079000","-2902685700","-3179687700","-3390975700","-4288591400","-3563154800","-3445047800","-3043787900","-3509216800","-4181148000","-4598296900","-4426730200","-4119175200","-4213238400","-4621111000","-4183032200","-4213995500","-5116681500","-4534649600","-4607490100","-5199500000","-5170600000","-4816400000","-5127800000","",
"Pacific island small states","PSS","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","311428000000","299731000000","313329000000","282976000000","292383000000","","",
"Romania","ROU","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Russian Federation","RUS","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Rwanda","RWA","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-994242000000","-1569082000000","-1432591000000","-1350601000000","-1589466000000","",
"South Asia","SAS","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","328606000000","392695080061.517","376585577529.715","351470579338.456","279688465591.733","275101066956.316","532773915719.378","493626209650.426","555392992571.762","",
"Sudan","SDN","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-869603600","-1270606000","-1252995200","-276788600","-1195813400","-977812000","-679265300","-619620700","-1922243800","-2385751600","-765445100","441814000","1931298300","2055692200","2068379000","1995388400","3411302200","2159072800","2729159200","2857006000","3143128600","3401000000","3467172000","",
"Senegal","SEN","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-381690163100","-473277098900","-485047743100","-500412233700","-635016649700","-532143973100","-751885287600","-841716656600","-996748083700","-882536632700.001","-846966654000","-826398538800","-920658566200","-936145178400","-1195878241400","-1455100000000","-1533100000000","-1697100000000","-1851961042500","-2138222986200","",
"Singapore","SGP","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77733700000","94156500000.0001","88942500000","92296200000.0001","100764500000","115591000000","115381700000","110431000000","119528100000","",
"Solomon Islands","SLB","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-456846000000","-418334000000","-619695000000","-1034907682700","-1393869149900","-3726643911300","-2597776040100","-2657407451500","-408131886500","-2454416966000","-3098834514800","-2758787200000","-3293246500000","",
"El Salvador","SLV","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"San Marino","SMR","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","-11336498688","-32067198976","-29168508928","-17780600832","-28076102144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-397219200000","-441794500000","-400537000000","-294666100000","-320135600000","-256096200000","-193184200000","-265232700000","-357348600000","",
"Sub-Saharan Africa (excluding high income)","SSA","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7287000000","5812000000","5754000000","-5577000000","-4987000000","-3972517000","-2803505647.11445","","","","",
"Sub-Saharan Africa","SSF","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-4088901200","-4023163300","-1487492500","-2639677000","-5789686000","-5743139000","-5708177000","-3304922000","-3168646000","-5231485000","-5117267000","-2933897000","-3977408000","-5312173000","-4987402000","-3327892000","-4027671000","-1923484000","-1925434000","-617318000","3406981000","3839598000","3449046000","2452508000","2715281000","2569920000","3026252000","",
"Slovenia","SVN","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2266741600","2050107700","1520981600","423881300","413915400","-465848100","-424277900","-479163900","-763309300","-1556072500","-966067800","-536060100","-264189100","-779913800","-1032976800","-400017000","-109715600","-844082300","-854881000","-213509100","553355100","961946800","1978625800","2269404200","2864128400","3108793900","3262515400","3653890600","3558194600","",
"Sweden","SWE","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","-49399849800","-43700687400","-43263799800","-46072418700","-47288029600","-61663636000","-63310994500","-59627822400","-65872998700","-77160929400","-89184944900","-66696368500","-64559313900","-50803633000","-69840054600","-85992251300","-107400094000","-87243166000","-41498709700","-64565539100","-68344555300","-41379702700","-36021433200","-3685873100","3625663100","-25914110800","-27227022100","-44859877600","-55398953800","-82731568000","-77481798800","-57921741300","-56165878200","2053000000","6484000000","34363000000","42728000000","60249000000","47260000000","69303000000","80132000000","103229000000","135365000000","148701000000","213974000000","220775000000","241969000000","208261000000","197034000000","170169000000","181770000000","184918000000","191783000000","173211000000","152235000000","170718000000","157763000000","156138000000","153245000000","",
"Eswatini","SWZ","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3887270507.8125","-2119222656.25","-3820115234.375","-2273130859.375","-2927427734.375","-3865067382.8125","-4702501953.125","-1077566406.25","",
"Sint Maarten (Dutch part)","SXM","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105900000","157500000","67200000.0000004","-18799999.9999995","49900000.0000002","32100000.0000002","-206900000","","",
"Seychelles","SYC","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-906792700","","","","","","-1387000000","-789000000","-1241000000","-887000000","-749000000","-1077476219.64562","","",
"Syrian Arab Republic","SYR","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62847000000","77864000000","90277000000","9410000000","-37023000000","-151422000000","-7326000000","-52990000000","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","354369780900","","116209000000","68975000000","-489841000000","-500593000000","-326613000000","-516460000000","-633162200000","-747074500000","278612000000","391692000000","441214000000","511226400000","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-222630000000","-233301000000","-229528000000","-255610000000","-351794000000","-251830000000","-373454000000","-373922000000","-520193000000","-485484000000","-373330589700","-435765100000","",
"Thailand","THA","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","364738000000","336548000000","188222000000","-150317000000","215270000000","469579000000.002","230892000000","704910000000","402630000000","277128000000","242784000000","319211000000","699941000000","812423000000","1082512000000","1091557000000","837710000000","",
"Tajikistan","TJK","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkmenistan","TKM","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-858412452.391628","-928538140.068889","-863680438.369081","-881214810.351352","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3250400000","-3859078599.99999","-5571248000","-5351629400.00001","","","","","","",
"Turkey","TUR","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tuvalu","TUV","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-6177858810900","-4193539592300","-3398932897200","","",
"Uganda","UGA","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ukraine","UKR","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-43533000000","-114765000000","-168367000000","-185007000000","-108540000000","-76841999999.9999","-121439000000","-165950000000","-187654000000","",
"Upper middle income","UMC","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8204315158.377","-3504103930.85799","-5271712331.16101","-29302775801.562","-6400593059.86606","-17642180156.758","-31307375151.296","-53953851426.051","-60950127151.461","-56159487703.381","-38942392901.759","-24669991042.545","-12274853296.522","-17860756988.46","",
"United States","USA","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","-59661544400","-69754799100","-84348975800","-58458007600","-31636244500","118985000","-40541791200","-68818294300","-69376145400","-44448332100","19121849400","14253656200","-10826251100","-66974142700","-140078039800","-161077885700","-178216489300","-167757556000","-116816066900","-82920380300","-54036647300","-9257771100","-10487331900","-51858934900","-82105239700","-69382483300","-80280613200","-106824932600","-225044453700","-323551873900","-420390738900","-447838790900","-530744380900","-590164445900","-678978279500","-715125561700","-722881085900","-641729430000","-490381920200","-340143117900","-401443023300","-395707317800","-392229408200","-355816256800","-390550095800","-519845000000","-575642187000","-630591774100","-689783168100","",
"Uzbekistan","UZB","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-443777700","-402311000","-329300000","-415673300","-382428100","","",
"Venezuela, RB","VEN","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3050519000","2445494000","2006645000","1512152000","-387959000","2163790000","2876094000","164652000","-3323231000","-8905326000","-16455254000","-16925811900","-13004126000","-13525203000","-16446766000","-22326664000","-19871094000","-15105265000","","","","","",
"British Virgin Islands","VGB","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","410000000","470320042.49832","455009036.601299","418880199.33186","413148328.58782","741347995.31742","551324574.72713","345830756.7816","512956024.86656","262154224.41241","49033620.8523919","-10791914.022675","40543012.515061","59397370.739945","-177606054.051788","-224838184.191658","","",
"Vietnam","VNM","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-177214668607200","-80562969247100","25958787559099.8","31049959532099.5","5932611485299.5","-135699000000000","-198213000000000","-258471000000000","-234631000000000","",
"Vanuatu","VUT","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3401000000","-3904000000","-9976000000","-7627000000","-6782000000","-3386000000","-4020000000","-4943000000","-5238000000","","","","","",
"World","WLD","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Samoa","WSM","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
