"Data Source","World Development Indicators",

"Last Updated Date","2020-05-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Micronesia, Fed. Sts.","FSM","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","916514000000","681314000000","839179000000","836200000000","897468752400","554960208300","564495846100","265689748200","234473769400","340435399.9998","-158386213400","-455888812600","-529095208900","-729531161300","-237317882099.999","-136233352700","114719165700","226299846400","",
"United Kingdom","GBR","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","11133552100","13174846200","5625334000","7389232800","14635167100","18098765700","23705829800","30563293300","29104887100","23653029300","27522910200","30031530100","25986092700","21029461700","18426045300","24205086600","21298898500","19416527100","-769775700","-6188508900","3009093000","12232300600","8416538000","11349008800","19451654800","30141481300","27270510500","31171895300","19044271400","6127743800","5033993100","-8035370200","-23056809800","-23199095000","-32376720400","-30449848600","-23410936600","-18377943100","-2956599900","-2880429100","-13157084800","13150380900","7091243800","-3987897500","-17192245000","-26458000000","-36411187200","-23542542600","-32826819700","",
"Georgia","GEO","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3707400000","-4548468041.91453","-5350033123.13705","-3849971243.845","-5502979465.2601","-6578273102.1586","-6823400808.3025","-5649309946.9411","","",
"Ghana","GHA","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-12400188800","-7856014200","-10950026000","-6043586600.00001","-3563131099.99999","-1441431020.248","",
"Gibraltar","GIB","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5048338821000","-8421035383268.44","-10661759900912.4","-14123126658962.2","-12194678062482.9","-15446836185297.1","-29772967290878.6","-10793793351172.9","-6139897515677.58","",
"Gambia, The","GMB","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-27915000000","","-47738689300","-55734340300","-47741166200","-78082460500","-47508844000","-37949736900","-24810774400","-54959684100","-62388318700","-75357728700","-128485098775.745","-113364226616.751","",
"Equatorial Guinea","GNQ","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2432358000000","2689933000000","2973196000000","2924957000000","2058268000000","2164385000000","1682856000000","1933740708600","2133200187300","2258812000000","2236460332200","1902718000000","1310562000000","",
"Greece","GRC","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","-652396600","-780785300","-1158282800","-1357615200","-2198724200","-2565197300","-1888356900","-2077914000","-2724619700","-3255101000","-3183218600","-3023642800","-3037065000","-4299513300","-2549812600","-1934963600","-1735413600","-2264601000","-1623912900","-775141100","-619012500","-374202400","-2561861400","-3743295200","-2034187200","-2483971600","-2409978300","-1836401000","-3620789200","-5455961700","-7971992900","-8725160300","-7254575500","-7920768500","-6936704700","-8754052200","-10837111400","-8586883300","-13771843100","-13001950800","-14933686000","-15449542700","-16564464600","-20972770600","-16403947000","-15398401100","-21304937100","-27053386700","-26217564200","-19828850900","-15272870300","-9185273200","-3313032600","-1297627400","-1361221800","91076500","-1067971500","-1318752100","1286988400","",
"Grenada","GRD","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2110300000","-1769300000","-2411700000","-2204700000","-2890800000","-3793100000","-3383000000","-5963500000","-7696300000","-4082500000","-3380000000","-1847700000","-2520400000","-2591000000","-2642500000","-2877600000","",
"Guatemala","GTM","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guam","GUM","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1801000000","-1809000000","-1845000000","-1829000000","-1932000000","-1985000000","-1899000000","-1802000000","-1783000000","-1782000000","",
"Guyana","GUY","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-80335000000","-90035400000","-77301300000","-66828600000","-84216300000","-45549200000.0001","-909599999.99997","-26247000000","-54775600000","",
"High income","HIC","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60175000000","28899000000","-8016000000","",
"Honduras","HND","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-13276100000","-13535100000","-11875800000","-12257800000","-16361500000","-15583200000","-18350600000","-27583800000","-29592100000","-12594500000","-14147700000","-19692300000","-17555600000","-13914300000","-14388600000","-21502200000","-18485900000","-21030000000","-23158100000","",
"Heavily indebted poor countries (HIPC)","HPC","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2113895000","-1400511286.20882","-2396841183.04984","-1893592000","-1971401000","-3317349600","-3016216400","-5542235300","-7440090900","-7819600000","-7910720900","-9902298800","-13638910500","-13359049700","-13237119400","-13508352100","-12932702800","-14079608000","-14112347500","-14335848500","-14711875700","-14721383900","-17074000000","-16071000000","-14687000000","-15048000000","-15321000000","-15555000000","-15698000000","-16251000000","-16469989900","",
"Hungary","HUN","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110848738300","171561688700","-804643276300","-730035740600","-113668111400","-23328102600","-93626399800","-555728526600","-734285666400","-758157207800","-503311604300","-865505980400","-1314986114400","-1472552887600","-864604677400","-338208540500","15492735100","171781919600","1068806605900","1435939077600","2007833138000","2389318258600","2448166527800","2256400089600","2778474000000","2998873256400","2817930914300","2173699372700","",
"IBRD only","IBD","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130198052766900","145446067519701","34764181926499.8","80246357010100","60773181514700","141528034124500","153049475669600","182200826955600","84744498896200","",
"IDA only","IDX","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5716229454600","-5892431554100","-1762861666600","-1554506245800","-1412581366500","-1311494444700.01","-4762502095700","-6239320120200","",
"Not classified","INX","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","-2904340000","-3073720500","-3321621200","-4484386600","-4164836100","-2442955100","-3316010800","-3690882500","-4598583100","-6039735000","-4512222100","-4559178000","-3330874700","-2719649400","-2002030700","-1498046800","-2080883900","-798541700","38845000","-685905700","211489600","1135240500","2910409700","3851113500","4318135600","6525173700","7149077900","8854860600","7958452800","11560084200","13591785600","16419756900","18793840500","19348390500","26078575200","18763938400","15476247000","16184845100","13914472400","24602999000","34724213100","36615947800","36403363300","40456322700","46295788800","75678773700","43824250000","71467098800","117788184500","",
"Iran, Islamic Rep.","IRN","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","516478937454500","334977249669800","455628276674900","572995617502900","866529154772000","1.418955E+15","1.376598E+15","","",
"Iraq","IRQ","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31752937887100","48358225481400","64240992315113.6","64958543801926","60403215671797.7","",
"Iceland","ISL","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","-12568118600","-76010267900","-52782056400","-86060316200","-128716064700","-80864650600","-42844592400","-79334747100","-52467680300","-42451547900","-44643277800","-60652777600","-88355454300","-16654011000","-40994536700","-39199375700","-20326797900","-106639547200","-97621356300","-34005299200","-38591619500","-87295671300","-66390826400","-7396789200","14720170500","-11244195900","-41417071000","-54109569900","-167862120200","-174705439300","-208844376300","-97989380800","-60057301100","-121584611700","-171803845900","-362682088900","-499255798900","-318241120300","-60298740200","211909540800","189949922100","171750875900","170058885900","235364786900","188531748600","163644310200","145090625100","70621808000","90962928300","",
"Israel","ISR","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","-14094467900","-12511813700","-8454513300","-22504443500","-19429489500","-21985501100","-15285086100","-8646529800","-11271709300","-9383318400","-2465201400","-5191013100","-9083353300","-12094846000","-4452571600","2957022500","932902300","-6198876300","-5110774700","2237965400","-3293823100","-17697529700","-12910359600","-19839028100","-19195028000","-17898624000","-20634591500","-14591556100","-8577388800","-11713492700","8348364700","-6531008800","-8157794300","9699102200","23127218900","26949459600","32021976500","33545915500","44463767000","43701214500","49516842400","45238896600","37384241700","50593109500","45718763500","35303284100","5522000000","2751004200","-405038100","",
"Italy","ITA","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","-9707267600","-6492260300","-8385700100","-12543761600","-8975124500","8758103500","8244856000","19131321300","26684494200","23792719600","3316165200","14256690600","12330252200","22333933500","17160540100","16708363900","11235549200","-1513818700","-3037758000","-3341012600","-11285394300","-20129887200","-21182617000","28869417900","35257241400","47178300000","55005300000","43450100000","25891200000","8013000000","12662100000","13511200000","249800000","-7594700000","-2027800000","-2999800000","-1774300000","1479100000","5513900000","-16990000000","-20601300000","-37500000","45535300000","58394600000","56562400000","49888900000","41627600000","43137300000","38223400000","",
"Jamaica","JAM","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-192953000000","-204278000000","-112999000000","-115108000000","-137584000000","-125451000000","-122518000000","-119379000000","-98199000000","-89138000000","-96508000000","-95325000000","",
"Jordan","JOR","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5772100000","-6476349826.60379","-6438890465.8087","",
"Japan","JPN","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","-6619629764400","-6392971458400","-7637433700700","-11281484400400","-9887241233200","-7738245838800","-7063327038100","-6282627900000","-7837173332600","-10191843261500","-5375033564200","-3414592541500","-2949749712900","-1058711744000","-81544477700","2005560343300","-491988662100","-2998498215000","-6807926753400","-10351361288200","-11426453355900","-9104897679600","-7180461732300","-6350018438000","-8296371752800","-12741330102100","-16660222672900","-12183835244100","-9362468355800","-10461015882000","-9805237869300","-13986928103900","-10600404835700","-7715580293100","-4768710397900","-4350125311300","-567044695300","4510396953800","5276058788900","-2282980112700","6570329334100","1941185429900","-2496053795500","-4651529620400","-4185778364500","-2226600000000","927971481900","4169024409900","4341670044000","",
"Kazakhstan","KAZ","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kenya","KEN","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-309232000000","-330701000000","-399608000000","-409596625000","-420290000000","-496239800000","-464151000000","-438621600000","-597381900000","-602685300000","",
"Kyrgyz Republic","KGZ","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cambodia","KHM","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1678237134300","-1337653572400","-1723419150800","-2119057914500","-1689594896900","-2104799619700","-1944799546000","-2529194705000","-4499591123200","-3973876421000","-3857496456900","-3846923082300","-5229233876200","-6393651496300","-6592476107000.01","-6710270531499.99","-7286605012600","-6971404752200","-6609337450299.99","",
"Kiribati","KIR","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40298800000000","51011700000000.1","71548999999999.9","92063400000000","97858700000000","82005700000000","68468999999999.9","31034400000000","52372999999999.9","",
"Kuwait","KWT","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12014000000","14640600000","15103200000","14029800000","13439500000","12322800000","12384400000","9772800000","8681900000","",
"Latin America & Caribbean (excluding high income)","LAC","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-18306454343200","-18910198465600","-17706175040900","-17394563987100","-15698851399600","","","",
"Lebanon","LBN","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-14155927362900","-12899842888200","-14302005000000","-15399499000000","-17714887000000","-18359572000000","-23242122000000","-26581150000000","-22919933000000","",
"Liberia","LBR","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-40000000","24764100","2053300","-41875200","81917100","14931600","-25977900","-25848700","-25000000","-55000000","-74000000","-93000000","-104000000","-95000000","-142000000","-179000000","-159000000","-142000000","-109000000","",
"Libya","LBY","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8076000000","5628938600","5631539100","10246639900","8599558800","4701082600.00001","-1233054500","-1818937899.99999","-3547686000","-1990107700","-14967460200","-20592347500","-9661673900","-4555980400","-261118000","-933264900","",
"St. Lucia","LCA","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-465583729200","-743500352300","-756326025500","-632109969000","-770602696800","-943307402500","-1156414401600","-1231605426500","-1274935287800","",
"Lower middle income","LMC","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-13554421875","-12593264160.1563","-13098988281.25","-13754947265.625","-13298845703.125","-13501624846.1796","-13439293892.2086","",
"Late-demographic dividend","LTE","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87343200","-53508300","-373272900","-585692800","-820219700","-420264700","-203273700","-238927400","-315643200","-1628328800","-1936207500","-2439350600","-3912718500","-4173834200","-183098500","-312299500","-294916500","909579100","1309717700","1249336400","-372350000","-137001100","409138200","520278500","",
"Luxembourg","LUX","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","1099687800","826617000","1088250200","1463898200","2085293100","1090375600","1081801300","1555608000","1208263000","1645528800","1062590700","798127600","793379800","1261350600","1928546700","2373316100","2608126800","2169479300","2497581000","3349355400","3636822500","3980836600","5227482000","5388591900","5998088300","6811216400","6861931500","7520253000","8115204100","8907907800","10891299000","11214530900","12166346600","11698098500","12565311600","13149862800","15276101600","17338987300","15867244100","15450091700","15961207600","15730088900","14723770800","15623434900","15751111800","17718599000","19142366400","19382899000","20275741800","",
"Latvia","LVA","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-526264000","-952019000","-653573000","-1328200000","-1315267000","-810320000","-1284437000","-1186172000","-1802095000","-2638378000","-2609685000","-4391414000","-5493115000","-3493437000","-311079000","-250781000","-1393244000","-931691000","-839816000","-392276000","-221972000","-208358000","-530170000","-966099000","",
"Macao SAR, China","MAC","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-60504000000","-105437000000","-98402213300","-86232750000","-102153437300","-107293853500","-107085883600","-98064806100","-78940760300","-115057000000","-114474000000","-128598000000","",
"Monaco","MCO","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-27848506000","-32283993000","-34053771800","-33758957000","-35558336700","-30551057500","-28888165300","-32123108900","-36766451600","",
"Madagascar","MDG","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","-615704845915.06","-869619053621.36","-598533066543.38","-380895608203.33","-421040000156.31","409983920370.26","-584680815469.46","-24893501844.4004","-27877817897.3596","-206351672931.06","13540650635.67","21063055031.2603","34586599408.75","-258127072339.94","-502642485309.41","-314874948068","-448821152486.53","-568646968351.48","-1136982130806.39","-2109253023876.49","-2272946294910.68","-1764862746573.76","-1499137161535.74","-1774772485200","-3515757574700","-3227656298700","-2601013734300","-2510825887500","-2488309484300","-2774993194200","-1524803199800","-2071142341600","-2530706297000","-1802224561700","-961692707700.002","",
"Maldives","MDV","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-187768863999.999","-144670395000.001","-17214015000","25759539500","-107871726999.999","-110282154000","",
"Marshall Islands","MHL","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-50048000000","-51819000000","-61015000000","-77564000000","-70187000000","-62491000000","-56138000000","-70919000000","-65991000000","-71251000000","-81328000000","-94891000000","-96896000000","-89375000000.0001","",
"Mali","MLI","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-201697000000","-183662061100","-139079583800","31992065499.9998","-113463359200","-144515200800","-111911705900","-131582917000","-247102486800","-414261502400","-441223554000","-735315320100","-771578798200","-633407537200","-696596213200","-1838183000000","-2842363000000","-3352192145000","-3327265800000","-3347913000000","",
"Malta","MLT","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-60100000.000002","147935059.079001","353160549.024401","454016101.9356","880420130.5981","744416059.847202","1152603963.4055","1864131675.7579","1910570107.1659","",
"Myanmar","MMR","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1789444800000","650079700000","858118400000","-1641960600000","-2296582200000","-3423713100000","-1819522900000","-933886499999.998","","",
"Middle East & North Africa (excluding high income)","MNA","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-974884800000","-2883414600000","-3711557400000","-3684088882100","-884253138500","382687480500.002","537221906200","-476493808776.297","-1549576450026.9","",
"Northern Mariana Islands","MNP","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-48000000","-56000000","-83000000","-51000000","-64000000","-75999999.9999999","-148000000","-104000000","133000000","-78000000","",
"Mozambique","MOZ","External balance on goods and services (constant LCU)","NE.RSB.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-63950665800","-65091505700","-90801945300","-223224910200","-258379879000","-271597113300","-206389085900","-245557800800","-188328089800","-281920980500","",
